,word,negative,positive,uncertainty,litigious,constraining,superfluous,interesting
17595,cumbersome,True,False,False,False,False,False,False
17764,curtail,True,False,False,False,False,False,False
17765,curtailed,True,False,False,False,False,False,False
17766,curtailing,True,False,False,False,False,False,False
17767,curtailment,True,False,False,False,False,False,False
17769,curtails,True,False,False,False,False,False,False
17842,cut,True,False,False,False,False,False,False
17846,cutback,True,False,False,False,False,False,False
17896,cyberattack,True,False,False,False,False,False,False
17897,cyberattacks,True,False,False,False,False,False,False
17898,cyberbullying,True,False,False,False,False,False,False
17899,cybercrime,True,False,False,False,False,False,False
17901,cybercriminal,True,False,False,False,False,False,False
17902,cybercriminals,True,False,False,False,False,False,False
18086,damage,True,False,False,False,False,False,False
18088,damaged,True,False,False,False,False,False,False
18090,damaging,True,False,False,False,False,False,False
18112,dampen,True,False,False,False,False,False,False
18113,dampened,True,False,False,False,False,False,False
18160,danger,True,False,False,False,False,False,False
18161,dangerous,True,False,False,False,False,False,False
18162,dangerously,True,False,False,False,False,False,False
18376,deadlock,True,False,False,False,False,False,False
18377,deadlocked,True,False,False,False,False,False,False
18378,deadlocking,True,False,False,False,False,False,False
18385,deadweight,True,False,False,False,False,False,False
18386,deadweights,True,False,False,False,False,False,False
18427,death,False,False,False,False,False,False,True
18453,debarment,True,False,False,False,False,False,False
18455,debarred,True,False,False,False,False,False,False
18485,debilitating,False,False,False,False,False,False,True
18585,deceased,True,False,False,False,False,False,False
18588,decedent,False,False,False,True,False,False,False
18590,deceit,True,False,False,False,False,False,False
18591,deceitful,True,False,False,False,False,False,False
18593,deceitfulness,True,False,False,False,False,False,False
18596,deceive,True,False,False,False,False,False,False
18597,deceived,True,False,False,False,False,False,False
18600,deceives,True,False,False,False,False,False,False
18601,deceiving,True,False,False,False,False,False,False
18623,deception,True,False,False,False,False,False,False
18625,deceptive,True,False,False,False,False,False,False
18626,deceptively,True,False,False,False,False,False,False
18686,declarant,False,False,False,True,False,False,False
18707,decline,True,False,False,False,False,False,False
18708,declined,True,False,False,False,False,False,False
18712,declining,True,False,False,False,False,False,False
18754,deconsolidation,False,False,False,False,False,True,False
18804,decrease,False,False,False,False,False,False,True
18807,decreasing,False,False,False,False,False,False,True
18809,decree,False,False,False,True,False,False,False
18810,decreed,False,False,False,True,False,False,False
18811,decreeing,False,False,False,True,False,False,False
18901,deface,True,False,False,False,False,False,False
18902,defaced,True,False,False,False,False,False,False
18903,defacement,True,False,False,False,False,False,False
18913,defalcation,False,False,False,True,False,False,False
18915,defamation,True,False,False,False,False,False,False
18917,defamatory,True,False,False,False,False,False,False
18918,defame,True,False,False,False,False,False,False
18919,defamed,True,False,False,False,False,False,False
18922,defames,True,False,False,False,False,False,False
18923,defaming,True,False,False,False,False,False,False
18924,default,True,False,False,False,False,False,False
18925,defaulted,True,False,False,False,False,False,False
18928,defaulting,True,False,False,False,False,False,False
18930,defeasance,False,False,False,True,False,False,False
18931,defeasances,False,False,False,True,False,False,False
18932,defease,False,False,False,True,False,False,False
18933,defeased,False,False,False,True,False,False,False
18934,defeasement,False,False,False,True,False,False,False
18935,defeases,False,False,False,True,False,False,False
18936,defeasing,False,False,False,True,False,False,False
18937,defeat,True,False,False,False,False,False,False
18938,defeated,True,False,False,False,False,False,False
18941,defeating,True,False,False,False,False,False,False
18953,defect,True,False,False,False,False,False,False
18958,defective,True,False,False,False,False,False,False
18959,defectively,False,False,False,True,False,False,False
18969,defend,True,False,False,False,False,False,False
18970,defendable,False,False,False,True,False,False,False
18971,defendant,True,False,False,True,False,False,False
18973,defended,True,False,False,False,False,False,False
18976,defending,True,False,False,False,False,False,False
18977,defends,True,False,False,False,False,False,False
18988,defensive,True,False,False,False,False,False,False
18993,defer,True,False,False,False,False,False,False
18995,deference,False,False,False,True,False,False,False
19017,deficiency,True,False,False,False,False,False,False
19019,deficient,True,False,False,False,False,False,False
19020,deficit,True,False,False,False,False,False,False
19103,defraud,True,False,False,False,False,False,False
19104,defrauded,True,False,False,False,False,False,False
19107,defrauding,True,False,False,False,False,False,False
19108,defrauds,True,False,False,False,False,False,False
19131,defunct,True,False,False,False,False,False,False
19153,degradation,True,False,False,False,False,False,False
19155,degrade,True,False,False,False,False,False,False
19156,degraded,True,False,False,False,False,False,False
19157,degrades,True,False,False,False,False,False,False
19158,degrading,True,False,False,False,False,False,False
19223,delay,True,False,False,False,False,False,False
19224,delayed,True,False,False,False,False,False,False
19228,delaying,True,False,False,False,False,False,False
19234,delegable,False,False,False,True,False,False,False
19235,delegatable,False,False,False,True,False,False,False
19238,delegatee,False,False,False,True,False,False,False
19244,delegees,False,False,False,True,False,False,False
19247,deleterious,True,False,False,False,False,False,False
19265,deliberate,True,False,False,False,False,False,False
19266,deliberated,True,False,False,False,False,False,False
19267,deliberately,True,False,False,False,False,False,False
19287,delight,False,True,False,False,False,False,False
19288,delighted,False,True,False,False,False,False,False
19290,delightful,False,True,False,False,False,False,False
19291,delightfully,False,True,False,False,False,False,False
19292,delighting,False,True,False,False,False,False,False
19304,delineation,False,False,False,False,False,True,False
19306,delinquency,True,False,False,False,False,False,False
19308,delinquent,True,False,False,False,False,False,False
19309,delinquently,True,False,False,False,False,False,False
19324,delist,True,False,False,False,False,False,False
19325,delisted,True,False,False,False,False,False,False
19326,delisting,True,False,False,False,False,False,False
19328,delists,True,False,False,False,False,False,False
19439,demise,True,False,False,False,False,False,False
19440,demised,True,False,False,False,False,False,False
19442,demising,True,False,False,False,False,False,False
19480,demolish,True,False,False,False,False,False,False
19481,demolished,True,False,False,False,False,False,False
19482,demolishes,True,False,False,False,False,False,False
19483,demolishing,True,False,False,False,False,False,False
19484,demolition,True,False,False,False,False,False,False
19500,demonstrable,False,False,False,False,False,True,False
19501,demonstrably,False,False,False,False,False,True,False
19522,demote,True,False,False,False,False,False,False
19523,demoted,True,False,False,False,False,False,False
